Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number),matched_queries
"Sahin, IO; Gokce, N; Yildirim, DT; Yildirim, AB; Akalin, H; Martin, D; Beccari, T; Vicente, O; Radecka, I; Tchuenbou-Magaia, F; Marks, RS; Lal, R; Prakash, S; Mechler, A; Milkov, MP; Georgieva, SF; Iliev, I; Gramatikoff, K; Judge, E; Markovic, M; Kaneva, R; Yaneva, GA; Agova, NV; Ivanova, ND; Tsvetkova, MK; Iliev, IR; Salzet, M; Ko, KS; Maffia, M; Coppola, C; Bertelli, M; Fournier, I; Pojskic, L; Sun, Q; Nei, L; Armgrisson, R; Henehan, G; Matulis, D; Plaseska-Karanfilska, D; Santacruz-Gomez, K; Belo, I; Hronceková, S; Temel, SG; Greiner-Tollersrud, OK; Tapaloaga, D; Janecke, A; Marova, I; Spedicato, B; Znidarsic-Plazl, P; Plazl, I; Bacu, A; Moulas, AN; Kilchevsky, A; Dundar, MS; Bartolini, P; Slavica, A; Fuentes, F; Feijoo, JCL; Romero, AI; Moussa, HR; Hejazi, A; Bhatti, A; Berisha, B; Kokhmetova, A; Zhelev, N; Krajcovic, J; Nedovic, V; Salmina, A; Nujiten, M; Kalay, I; Prasad, MNV; Lopez, LI; Veselényiová, D; Ceccarini, MR; Fioretti, B; Ilieva, GP; Ergoren, MC; Tligui, N; Sprincean, S; Mohamad, SB; Kellermayer, M; Ates, EA; Savas, P; Márová, I; Koller, M; Gurkan, H; Pariltay, E; Ovali, E; Ozdemir, SY; Kocagoz, T; Tozkir, H; Demircan, G; Turanli, ET; Cobanogullari, H; Nedovic, V; Revin, V; Eroz, R; Meitern, AJ; Dundar, M","AI-Powered Synthetic Biology: Current Situation, Challenges, and Future Perspectives",2026,EUROBIOTECH JOURNAL,0,10.2478/ebtj-2026-0015,Review,,WOS:001830577500003,Q3
"Bishe, EM; Varzaneh, MRA; Farhanieh, B",AI-assisted aerodynamic enhancement in low-speed wind energy harvesting: A case study on Archimedes spiral turbines,2026,ENERGY,1,10.1016/j.energy.2026.142029,Article,,WOS:001849093800001,Q3
"Cernat, A; Pusta, A; Feier, B; Chereches, R; Tertis, M",AI-assisted electrochemical sensors for drugs of abuse,2026,CURRENT OPINION IN ELECTROCHEMISTRY,0,10.1016/j.coelec.2026.101927,Review,,WOS:001867460600001,Q3
"Christopher, GG; Olalekan, OR; Maeva, MNH; Hassan, B; Sayed, HAA",AI-augmented digital twin framework for predictive thermo-mechanical degradation monitoring in solid oxide fuel cell Stacks: Integration of multi-physics models and uncertainty quantification,2026,CERAMICS INTERNATIONAL,10,10.1016/j.ceramint.2025.07.004,Article,,WOS:001643617600001,Q3
"Chen, SB",AI-based analytical chemistry and smart chemometric computing for multisensor detection of chemical compounds in environmental systems,2026,MICROCHEMICAL JOURNAL,2,10.1016/j.microc.2026.117637,Article,,WOS:001722267300001,Q3
"Ramar, K; Ati, M; V, U; Hariharan, S; Kukreja, V",AI-driven blockchain lending for sustainable development: a machine learning framework for loan risk and eligibility classification,2026,PEERJ COMPUTER SCIENCE,0,10.7717/peerj-cs.3686,Article,,WOS:001739116500001,Q3
"Wani, A; Basha, NK; Mohammed, M; Hussain, I; Ananth, C; Rai, HM",AI-driven botnet detection in IoT networks: A comprehensive research review,2026,COMPUTER SCIENCE REVIEW,2,10.1016/j.cosrev.2026.100941,Review,,WOS:001710707700001,Q3
"Olawade, DB; Yadav, RN; Ijiwade, JO; Wada, OZ",AI-driven circular economy optimization in waste management: A review of current evidence,2026,ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,6,10.1002/ep.70322,Review,,WOS:001660759900001,Q3
"Zeb, S; Ali, A; Dipto, IC; Rosso, A; Masood, MU; Schips, R; Ambrosone, R; Straullu, S; Aquilino, F; Nespola, A; Pedro, J; Napoli, A; Galardini, A; Curri, V",AI-driven converged metro-access optical network-as-a-service with point-to-multipoint coherent optics for 6G X-Hauling,2026,COMPUTER NETWORKS,0,10.1016/j.comnet.2026.112338,Article,,WOS:001760642500001,Q3
"Mondal, H; Bishal, A; Debnath, B; Patel, A; Das, J; Taj, T","AI-driven drug-target interaction prediction: current progress, challenges, and future roadmap for precision medicine",2026,JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN,2,10.1007/s10822-026-00798-2,Review,,WOS:001729174800001,Q3
"Rahim, A; Jan, SU; Ali, S; Shah, D; Tahir, M",AI-driven financial fraud detection in Pakistan's banking sector: bridging strategic intent and operational implementation,2026,HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,0,10.1057/s41599-026-07406-6,Article,,WOS:001816723400008,Q3
"Aeggegn, DB; Akumu, AO; Nnachi, AF",AI-driven predictive maintenance for enhanced reliability of power transformers: Systematic review,2026,NEXT ENERGY,0,10.1016/j.nxener.2026.100822,Review,,WOS:001832626000001,Q3
"Escámez, A; Sánchez-Lozano, D; Jurado, F; Vera, D",AI-driven real-time hydrogen forecasting via thermographic imaging: A case study on a downdraft biomass gasifier,2026,ENERGY CONVERSION AND MANAGEMENT,4,10.1016/j.enconman.2025.120841,Article,,WOS:001632303700001,Q3
"Dafhalla, AKY; Gasmalla, TAA; Filali, A; Ahmed, NMOS; Adam, T; Elobaid, ME; Gopinath, SCB",AI-driven routing and layered architectures for intelligent ICT in nanosensor networked systems,2026,ISCIENCE,1,10.1016/j.isci.2026.114626,Article,,WOS:001676964000001,Q3
"Alrashdi, I; Taloba, AI",AI-driven smart packaging: enhancing sustainability and cybersecurity in food supply chains,2026,FRONTIERS IN SUSTAINABLE FOOD SYSTEMS,1,10.3389/fsufs.2025.1712080,Article,,WOS:001694419300001,Q3
"Falco, M; Pagano, A; Croce, D","AI-driven spectrum sensing: An in-depth meta-analysis of trends, challenges and opportunities",2026,COMPUTER NETWORKS,0,10.1016/j.comnet.2025.111789,Article,,WOS:001632218100002,Q3
"Guo, ZJ; Qiao, ZB; Chen, Y",AI-driven surface-enhanced Raman spectroscopy for sustainable trace-level micro chemical detection of doping agents in athlete biofluids,2026,MICROCHEMICAL JOURNAL,0,10.1016/j.microc.2026.118224,Article,,WOS:001766144500001,Q3
"Yildiz, M; Rukanci, F",AI-driven transformation of audio archives: from speech recognition to NLP-based summarization and metadata generation,2026,ARCHIVES AND RECORDS-THE JOURNAL OF THE ARCHIVES AND RECORDS ASSOCIATION,0,10.1080/23257962.2025.2560908,Article,,WOS:001631870500001,Q9
"Zeng, Q; Huang, C; Zhu, J","AI-driven transformation of precision medicine: a comprehensive narrative review of key application areas, emerging paradigms, and future directions",2026,FRONTIERS IN PUBLIC HEALTH,8,10.3389/fpubh.2025.1656603,Review,,WOS:001667049000001,Q3
"Daah, C; Fallot, Y; Qureshi, A; Awan, I; Konur, S",AI-driven zero trust and blockchain framework for secure electric vehicle infrastructure,2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.131577,Article,,WOS:001689549700001,Q3
"Wu, D; Anand, V; Estwick, A; Xu, HH",AI-enabled Cybersecurity in the Internet of Things,2026,"2026 INTERNATIONAL CONFERENCE ON COMPUTING, NETWORKING AND COMMUNICATIONS, ICNC",0,10.1109/ICNC68183.2026.11416895,Proceedings Paper,,WOS:001807851200024,Q3
"de la Hoz, JM; Islam, MDS; Bappy, MM; Hayes, MP",AI-enabled modeling for smart rural wastewater treatment systems: current practices and remaining gaps,2026,APPLIED WATER SCIENCE,3,10.1007/s13201-025-02698-6,Review,,WOS:001666736700001,Q3
"Esmaeilzadeh, P; Maddah, M",AI-enhanced health information exchange systems: a systematic review of implementation challenges and opportunities,2026,HEALTH SYSTEMS,1,10.1080/20476965.2026.2637433,Review; Early Access,,WOS:001708020200001,Q3
"Saeed, N; Wen, FS; Afzal, MZ; Saeed, M",AI-integrated blockchain framework for dynamic pricing and energy transactions in microgrids,2026,SUSTAINABLE ENERGY GRIDS & NETWORKS,0,10.1016/j.segan.2026.102435,Article,,WOS:001838687100001,Q3
"Fatemi, K; Lau, SY; Fatemi, R; Coorey, R; Heshmatipour, Z",AI-powered biosensors for food safety: Resolving biomolecular challenges in complex food matrices,2026,FOOD AND BIOPRODUCTS PROCESSING,5,10.1016/j.fbp.2026.02.017,Article,,WOS:001712845100001,Q3
"Diwakar, D; Raj, D; Prasad, A; Ali, G; ElAffendi, M",AI-powered conversational framework for mental health diagnosis,2026,PEERJ COMPUTER SCIENCE,0,10.7717/peerj-cs.3602,Article,,WOS:001707887600001,Q10
"Afrin, S; Al Muttaki, MR; Anil, AIA; Hasan, S",AI-powered cybersecurity for smart grid communication: A systematic review of intrusion detection and threat mitigation systems,2026,ENERGY CONVERSION AND MANAGEMENT-X,11,10.1016/j.ecmx.2025.101416,Review,,WOS:001632141300001,Q3
"Nguyen, DC; Nguyen, TC",AI-powered edge-based safety monitoring system for power transmission corridors: A case study in Vietnam,2026,COMPUTER NETWORKS,0,10.1016/j.comnet.2025.111881,Article,,WOS:001631057400006,Q5
"Qiu, HF; Zhu, JK",AI-powered radiogenomics: imaging-driven diagnosis and discovery of cancer's molecular and cellular landscape,2026,MOLECULAR GENETICS AND GENOMICS,0,10.1007/s00438-026-02389-0,Review,,WOS:001714586000005,Q3
"Ioannou, II; Christophorou, C; Vassiliou, V","AI/ML for D2D Communication in 5G/6G Networks and Beyond: Concept, Applications, Challenges, and Future Directions",2026,IEEE OPEN JOURNAL OF THE COMMUNICATIONS SOCIETY,1,10.1109/OJCOMS.2026.3694216,Article,,WOS:001772872300003,Q3
"Heredia, I; Garcia, AL; Gómez, FA; Aguirre, D; Marin, CA; Alibabaei, K; Berberi, L; Caballer, M; Calatrava, A; Castro, P; Costantini, A; David, M; Diez, J; Dlugolinsky, S; Donvito, G; Duda, L; Sanchis, BE; Tobías, SF; Canales, AH; Kozlov, V; Langarita, S; Machado, J; San Martín, D; Moltó, G; Nguyen, G; Ruiz, MO; Plóciennik, M; Ruiz, SR; Rodriguez, V; Díaz, JSP; Seleng, M; Tran, V",AI4EOSC: A federated cloud platform for Artificial Intelligence in scientific research,2026,FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE,0,10.1016/j.future.2026.108672,Article,,WOS:001814264100001,Q3
"Zhu, S; Du, YC; Li, YS; Liu, CL; Wan, J; Wu, DF",AID-VLM: The Vision-Language Model for Traffic Incident Understanding,2026,IET INTELLIGENT TRANSPORT SYSTEMS,0,10.1049/itr2.70271,Article,,WOS:001810359000001,Q8
"Qiang, XK; Chang, Z; Liang, YC","AIGC-Assisted Federated Learning for Edge Intelligence: Architecture Design, Research Challenges and Future Directions",2026,IEEE COMMUNICATIONS MAGAZINE,0,10.1109/MCOM.001.2600058,Article; Early Access,,WOS:001811627500001,Q3
"Wang, CY; Zhou, Z; Xu, ZX; Wang, ZJ; Wang, SQ; Chen, X",AIGC-Enhanced Federated Learning: Addressing Data Scarcity in Preference-Based Scenarios,2026,IEEE TRANSACTIONS ON MOBILE COMPUTING,0,10.1109/TMC.2025.3605397,Article,,WOS:001658613500028,Q3
"Shan, FF; Chen, Z; Mao, YF; Liu, YH; Fan, LL; Lu, YL",AIGU-DPFL: Adaptive Differentially Private Federated Learning with Importance-Based Gradient Updates,2026,COMPUTERS,0,10.3390/computers15050288,Article,,WOS:001774262200001,Q3
"Yaqoob, S; Ullah, F; Abuali, N; Anwar, H; Saeed, N; Hayajneh, M","AIoT for human emotion recognition: Potentials, challenges, and healthcare applications",2026,COMPUTER SCIENCE REVIEW,4,10.1016/j.cosrev.2025.100859,Article,,WOS:001631633700001,Q3
"Subramanian, M; Arunkumar, N; Diviya, M; Balasubramanian, T",ALiBERT: Transformer-Based NLP and Hybrid Ensemble Learning Framework for Predicting Material Properties,2026,ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING,0,10.1007/s13369-026-11550-1,Article; Early Access,,WOS:001826213500001,Q8
"Xue, WB; Ai, JQ; Zhu, YN; Chen, JY; Ouyang, J; Zhuang, S",AMFNet: an asymmetric multi-modal fusion network for salient ship detection using SAR imagery and AIS data,2026,MARINE GEODESY,0,10.1080/01490419.2026.2664432,Article,,WOS:001756872900001,Q4
"Xue, CL; Li, KY; Sun, M; Zhang, Q; Zhang, XW; Yao, K",AMID: Audio-visual deepfake detection via adaptive multi-dimensional interaction modeling,2026,KNOWLEDGE-BASED SYSTEMS,0,10.1016/j.knosys.2026.116214,Article,,WOS:001779404200001,Q4
"Fang, YL; Li, Y; Zhang, YJ; Wang, ZQ; Liu, DM; Zhang, SY; Zhou, NL; Zhao, SK; Zhao, J; Zhu, YH",AMM: An Aerial Modular Manipulator Based on Standardized Modules,2026,"INTELLIGENT ROBOTICS AND APPLICATIONS, ICIRA 2025, PT III",0,10.1007/978-981-95-2101-2_16,Proceedings Paper,,WOS:001658784300016,Q5
"Zhang, YJ; Ma, YX; Li, K; Gu, LX",AMR-VSF: an adaptive memory correction framework for robust 3D CT aorta segmentation,2026,INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY,0,10.1007/s11548-026-03662-8,Article; Early Access,,WOS:001857645000001,Q5
"Wang, XK; Zhao, ZC; Hu, QY; Lai, JY; Wu, TF",AN EFFICIENT RICE PEST DETECTION METHOD BASED ON YOLOV11N,2026,INMATEH-AGRICULTURAL ENGINEERING,0,10.35633/inmateh-79-52,Article,,WOS:001863295200006,Q4
"Saxena, S; Mukherjee, C; Ghosh, V; Chauhan, BS; Sahu, BS",AP-3 complex sorts preferential cargo to govern dense core vesicle function in neuroendocrine cells,2026,JOURNAL OF BIOLOGICAL CHEMISTRY,0,10.1016/j.jbc.2026.113396,Article,,WOS:001863767600001,Q4
"Wang, LF; Wu, T; Luo, GC; Guo, W; Chen, AG",AP-Shapley: Efficient Shapley Value Computation for Federated Learning Contribution Evaluation via Adaptive Pruning,2026,"DATABASE SYSTEMS FOR ADVANCED APPLICATIONS, DASFAA 2026, PT III",0,10.1007/978-981-92-0369-7_39,Proceedings Paper,,WOS:001793755400039,Q3
"Oualha, N",APART: Access Policy-AwaRe LLM Fine-Tuning,2026,"ICT SYSTEMS SECURITY AND PRIVACY PROTECTION, SEC 2026",0,10.1007/978-3-032-27993-4_5,Proceedings Paper,,WOS:001832678400005,Q8
"Chowdhury, MKH; Mondal, PK; Mozumder, MAI; Kim, HC; Byeon, H",APB-FLDPA: Adaptive Personalized Blockchain-Federated Learning With Differential Privacy and Attention for Privacy-Preserving Healthcare Analytics,2026,HEALTHCARE TECHNOLOGY LETTERS,0,10.1049/htl2.70079,Article,,WOS:001857520500001,Q3
"Do, TT; Nguyen, DD; Pham, NT; Ha, MH; Dinh, TK; Pham, QD; Ngoc, TTT; Bui, DK",APMR-CNN: A Photonic Convolutional Neural Network Based on Cascaded All-Pass Microring Resonators,2026,"INTELLIGENCE OF THINGS: TECHNOLOGIES AND APPLICATIONS, ICIT 2025, VOL 2",0,10.1007/978-3-032-13254-3_9,Proceedings Paper,,WOS:001819235500009,Q5
"Peng, SF; Shen, ZS; Zheng, QS; Hou, XF; Jiang, DW; Yuan, JL; Jin, J",APT-SAT: An Adaptive DNN Partitioning and Task Offloading Framework Within Collaborative Satellite Computing Environments,2026,IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING,11,10.1109/TNSE.2025.3585287,Article,,WOS:001652223100046,Q10
"Feng, RJ; Xi, N; Chu, DF; Wang, RK; Deng, ZJ; Wang, AZ; Lu, LP; Wang, JX; Huang, YJ",ARTEMIS: Autoregressive End-to-End Trajectory Planning With Mixture of Experts for Autonomous Driving,2026,IEEE ROBOTICS AND AUTOMATION LETTERS,2,10.1109/LRA.2025.3632616,Article,,WOS:001618902900003,Q5
"Csorgoova, V; Varkonyi-Koczy, A; Shayakhmetov, A; Sabdenaliyev, B; Baipakbayeva, S",ARTIFICIAL INTELLIGENCE FOR SECURE MOBILITY,2026,EURASIAN JOURNAL OF MATHEMATICAL AND COMPUTER APPLICATIONS,0,10.32523/2306-6172-2026-14-2-52-66,Article,,WOS:001815531100003,Q3
"Hu, JY; Xue, J; Zhang, MQ; Chen, Y; Ren, ZC; Wu, S; Chen, ZM; Ren, PJ",ASLoRA: Adaptive Sharing Low-Rank Adaptation Across Layers,2026,PATTERN RECOGNITION,0,10.1016/j.patcog.2026.114072,Article,,WOS:001793770500001,Q1;Q8
"Okuwobi, IP; Liu, JY; Raji, OS; Abiodun, OF",ASNA: A Novel Adaptive Sparse Neural Architecture for Embedded Systems,2026,INTERNATIONAL JOURNAL OF COMPUTER VISION,0,10.1007/s11263-026-02869-1,Article,,WOS:001767537800001,Q3
"Li, CY; Zhu, R; Zhao, H; Li, XF; Zhang, XL",ATDFusion: Adapter-Tuned Dual-Branch Network for multimodal medical image fusion,2026,PATTERN RECOGNITION,0,10.1016/j.patcog.2026.113848,Article,,WOS:001759151600001,Q4
"Pokhrel, SR; Li, G; Sriram, VSS",ATIS: Novel applications and techniques in information security and outlook,2026,FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE,0,10.1016/j.future.2026.108647,Editorial Material,,WOS:001834903100001,Q3
"Ghosh, S; Craig, P; Roy, A; Shovon, MSI; Vemuri, VS; Allgair, J; Bahrami, H; Asadizanjani, N",AURA-PIE: An AI-enabled Understanding and Retrieval-Augmented Assistant for Physical Inspection of Electronics,2026,"METROLOGY, INSPECTION, AND PROCESS CONTROL XL, PT 1",0,10.1117/12.3090467,Proceedings Paper,,WOS:001773689800093,Q8
"Cha, J",AUTOMATING THE PAST: ARTIFICIAL INTELLIGENCE AND THE NEXT FRONTIERS OF DIGITAL HISTORY,2026,INTERNATIONAL JOURNAL OF HUMANITIES AND ARTS COMPUTING-A JOURNAL OF DIGITAL HUMANITIES,1,10.3366/ijhac.2026.0361,Article,,WOS:001719743300001,Q5
"Hu, CZ; Wang, ZY; Tang, LH; Li, ZH; Zhang, LY; Chen, MJ",Accelerated design of curved-beam-based torsional isolator with quasi-zero stiffness,2026,ENGINEERING STRUCTURES,5,10.1016/j.engstruct.2026.122141,Article,,WOS:001668484600001,Q5
"Liu, JC; Yan, JM; Xu, HL; Wang, L; Wang, ZY; Huang, JY; Qiao, CM",Accelerating Decentralized Federated Learning With Probabilistic Communication in Heterogeneous Edge Computing,2026,IEEE TRANSACTIONS ON NETWORKING,8,10.1109/TON.2025.3600015,Article,,WOS:001565190900001,Q3
"Khan, AN; Rizwan, A; Ahmad, R; Khan, QW; Li, XP; Kim, D",Accelerating model convergence in federated learning with layer-wise adaptive weight aggregation,2026,APPLIED SOFT COMPUTING,0,10.1016/j.asoc.2026.115676,Article,,WOS:001801117500001,Q3
"Nazir, A; Rehmani, MH; Butler, B; Shea, DO",Access Control in Healthcare IoT: A Comprehensive Survey,2026,ENGINEERING REPORTS,0,10.1002/eng2.70766,Review,,WOS:001748432100005,Q3
"Qian, B; Deng, KW; Wu, YX; Zhang, JM; Sun, JJ; Xue, YR; Fan, CX",Accurate Multi-Page Document Retrieval by Effectively Fusing Context Information Across Pages,2026,ELECTRONICS,0,10.3390/electronics15071353,Article,,WOS:001738573700001,Q8
"Yang, WD; Wu, ZZ; Wang, YH; Liang, YY",Accurate and sample efficient driver takeover time prediction in autonomous driving with privacy preservation: A federated meta attentive interpretable tabular learning approach,2026,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,0,10.1016/j.trc.2026.105956,Article,,WOS:001855712200001,Q3
"Li, WB; Feng, H; Hu, C; Xu, MP; Cheng, LL",Accurate discharge summary generation using fine tuned large language models with self evaluation,2026,SCIENTIFIC REPORTS,1,10.1038/s41598-026-35552-z,Article,,WOS:001687267000008,Q8
"Sun, X; Huang, SH; Zhang, MX; Huang, JW; Li, M; Liu, JJ; Chen, L; Yang, J; Sun, JH; Wang, YY; Zhang, XB",Accurate geographical origin traceability of Artemisia argyi and Artemisia stolonifera using double-sided hyperspectral data and a dual-stream collaborative attention model,2027,FOOD CONTROL,0,10.1016/j.foodcont.2026.112463,Article,,WOS:001838648700001,Q7
"Ma, ST; Zhang, P",Accurate inference of community structures in networks using variational autoregressive neural networks,2026,COMMUNICATIONS IN THEORETICAL PHYSICS,0,10.1088/1572-9494/ae66ce,Article,,WOS:001771868500001,Q5
"Tang, XY; Peng, RQ; Li, H; Zhang, T; Hou, XW; Liu, XZ",AchiFL: Efficient Asynchronous Hierarchical Federated Learning via Adaptive Edge Aggregation,2026,IEEE TRANSACTIONS ON COGNITIVE COMMUNICATIONS AND NETWORKING,1,10.1109/TCCN.2025.3641522,Article,,WOS:001662935900006,Q3
"Carey, AN; Wu, XT",Achieving Flexible Local Differential Privacy in Federated Learning via Influence Functions,2026,"MACHINE LEARNING AND KNOWLEDGE DISCOVERY IN DATABASES. RESEARCH TRACK, ECML PKDD 2025, PT V",0,10.1007/978-3-032-06096-9_14,Proceedings Paper,,WOS:001677376300014,Q3
"Xu, YH; Hu, CF; Xu, ZH; Zhang, C; Fu, S; Cheng, N; Yang, S; Zhu, LH",Achieving Privacy-Preserving and Communication-Efficient Federated Learning in Internet of Unmanned Agents,2026,IEEE INTERNET OF THINGS JOURNAL,0,10.1109/JIOT.2025.3635164,Article,,WOS:001681790200047,Q3;Q6
"Liu, DL; Zhou, XP; Li, Y",Achieving high-precision automated urban block units modeling through domain enhancement and instruction fine-tuning of large language models,2026,ENERGY AND BUILDINGS,0,10.1016/j.enbuild.2026.117816,Article,,WOS:001809392700001,Q8
"Zhao, B; Li, XM; Shi, J; Liu, HL",Acoustic Signal-Based Piezoelectric Thin-Film Microbalance: A Versatile and Portable Platform for Biomedical Sensing and Point-of-Care Testing,2026,BIOSENSORS-BASEL,0,10.3390/bios16030160,Article,,WOS:001725732500001,Q3
