Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID,matched_queries
Rahul Raj D.; Karpagam G.R.,A Comprehensive Federated Framework for Privacy Preserving Techniques in Sensitive Data Applications,2026,"2026 2nd International Conference on Intelligent Systems for Communication, IoT and Security, ICISCoIS 2026",0,10.1109/ICISCoIS62701.2026.11448080,Conference paper,,2-s2.0-105037458400,Q3
Paul S.,A Comprehensive Investigation on Trends of Federated Learning Driven Massive Edge Intelligence in 6G Network,2026,"Proceedings of the 4th International Conference on Inventive Computing and Informatics, ICICI 2026",0,10.1109/ICICI68773.2026.11580873,Conference paper,,2-s2.0-105044536326,Q3
Naidu K.S.; Suma G.J.,"A Comprehensive Literature Review on Federated Learning: Advances, Challenges, and Security Implications",2026,AIP Conference Proceedings,0,10.1063/5.0341931,Conference paper,,2-s2.0-105043918950,Q3
Prarthanah G.; Srikanth G.U.; Pritikaa S.; Sandhiya M.; Valarmathi K.,A Comprehensive Python-Based Framework for Secure Monitoring and Detection of Fraudulent Bitcoin Transactions Across Blockchain-Driven Cryptocurrency Ecosystems,2026,"2026 International Conference on Data Science for Cyber-Physical Systems Resilience using Advanced Applications, ICDCA 2026",0,10.1109/ICDCA69396.2026.11620164,Conference paper,,2-s2.0-105047549531,Q3
Barvin P.A.; Vignesh K.; Jayalakshmi M.; Maharajan K.,"A Comprehensive Review Of AI-Driven Crop Recommendation Systems Using Deep Learning: Architectures, Datasets, And Future Research Directions",2026,International Journal of Artificial Intelligence and Machine Learning,0,10.51483/IJAIML.6.7s.2026.1136-1149,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105048141220,Q3
Owais M.; Zubair M.; Abdul Kareem D.N.; Naseer S.A.; Alam M.; Ahmad M.; Hussain I.,A Comprehensive Review Tracing the Evolution of Volumetric Medical Imaging Analysis from Classic CNNs to Emerging AI-Agents,2026,Archives of Computational Methods in Engineering,1,10.1007/s11831-026-10738-w,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105046734835,Q7
Raja P.S.; Sathiamoorthy J.,A Comprehensive Review of AI-Powered Intrusion Detection Techniques in a Cloud Computing Environment,2026,"4th International Conference on Sustainable Computing and Smart Systems, ICSCSS 2026 - Proceedings",0,10.1109/ICSCSS69635.2026.11645760,Conference paper,,2-s2.0-105048342724,Q3
Kannaki; Malathy S.,A Comprehensive Review of Ad Hoc Hexagonal Lattice Networks for Android-Based Wireless Communication,2026,International Journal of Computational Intelligence and Applications,0,10.1142/S1469026825500142,Review,,2-s2.0-105022917214,Q3
Qasem M.H.; Sariera T.M.A.; Alhumaid K.; Alshraah S.M.; Mufleh A.S.S.; Chihaoui N.,"A Comprehensive Review of Artificial Intelligence for Brain Tumor Analysis: Taxonomy, Robustness, and Open Challenges in Neuro-Oncology",2026,Journal of Imaging,0,10.3390/jimaging12060228,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105042708571,Q3
Kumar A.; Dhanka S.; Sharma A.; Sharma A.; Nain M.; Kumar P.; Gupta A.R.; Bansal J.; Saxena N.K.; Pant R.,"A Comprehensive Review of Bias in AI, ML, and DL Models: Methods, Impacts, and Future Directions",2026,Archives of Computational Methods in Engineering,7,10.1007/s11831-025-10483-6,Review,,2-s2.0-105024322330,Q3
Rai S.K.; Song H.,"A Comprehensive Review of Biodegradation, Upcycling, and Downstream Valorization Strategies Toward Plastic Circularity",2026,ChemCatChem,1,10.1002/cctc.202501858,Review,,2-s2.0-105039947382,Q3
Sharma N.K.; Kumar M.,"A Comprehensive Review of Control Strategies for Modern Microgrids: Architectures, Optimization, and Emerging Technologies",2026,"2026 3rd International Conference on Advancements and Key Challenges in Green Energy and Computing, AKGEC 2026",0,10.1109/AKGEC68790.2026.11485681,Conference paper,,2-s2.0-105038724168,Q3
Bhoyar V.; Patel M.,"A Comprehensive Review of Deep Learning Approaches for Automated Detection, Segmentation, and Grading of Diabetic Retinopathy",2026,Archives of Computational Methods in Engineering,0,10.1007/s11831-025-10460-z,Review,,2-s2.0-105023869351,Q3
Fathima S.S.; Singla J.,"A Comprehensive Review of Intrusion Detection Systems for Vehicular Ad Hoc Networks: Machine Learning, Deep Learning, and Emerging Challenges",2026,"7th International Conference on Inventive Research in Computing Applications, ICIRCA 2026 - Proceedings",0,10.1109/ICIRCA69024.2026.11570298,Conference paper,,2-s2.0-105044277302,Q3
Hameed S.S.,"A Comprehensive Review of IoT Attack Detection: Taxonomy, IoT-aware Evaluation, and Research Challenges",2026,ARO-The Scientific Journal of Koya University,0,10.14500/aro.12629,Review,All Open Access; Gold Open Access,2-s2.0-105039940145,Q3
Ullegaddi A.; Mohan S.C.; Mahmoodian M.; Chan R.W.K.; Sidiq A.,A Comprehensive Review of Reinforcement Learning Applications in Health Monitoring of Civil Infrastructures,2026,Structural Control and Health Monitoring,0,10.1155/stc/2940743,Review,All Open Access; Gold Open Access,2-s2.0-105044997039,Q3
Kundu S.; Patkar S.S.; Mishra S.M.; Trivedi G.; Merchant F.,"A Comprehensive Review of Tsetlin Machines: Concepts, Applications, Analysis, and the Future",2026,IEEE Internet of Things Journal,1,10.1109/JIOT.2026.3665145,Review,All Open Access; Green Open Access,2-s2.0-105030443877,Q3
Yeboah M.A.; Kotei E.; Ramkumar T.; Ababio K.A.; Boakye M.K.; Oduro S.D.; Kyei S.K.,A Comprehensive Review on Advanced Deep Computational Techniques for Air Pollution Prediction,2026,Archives of Computational Methods in Engineering,0,10.1007/s11831-026-10755-9,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105046515604,Q3
Jeevan J.R.; Anirudhan A.; Nikita,A Comprehensive Review on Intrusion Detection Using Machine Learning on IoT Networks,2026,"2026 3rd International Conference on Advancements and Key Challenges in Green Energy and Computing, AKGEC 2026",0,10.1109/AKGEC68790.2026.11485760,Conference paper,,2-s2.0-105038777162,Q3
Ahmed Z.; Jayakesh G.; Azeem S.,A Comprehensive Review on Machine Learning Approaches for Zero-Day Attack Detection,2026,"International Conference on Innovations in Communication, Geoscience and Robotics, ICICGR 2026",0,10.1109/ICICGR68236.2026.11600199,Conference paper,,2-s2.0-105046237629,Q3
Ojha S.S.; Sahoo N.C.,A Comprehensive Review on Power Theft Detection Techniques in Electrical Distribution Systems,2026,GSEACT 2026 - 2026 IEEE Global Symposium on Emerging and Communication Technologies,0,10.1109/GSEACT68539.2026.11619976,Conference paper,,2-s2.0-105047899697,Q3
Shi X.; He J.; Li X.; Toda T.,A Comprehensive Study on the Effectiveness of ASR Representations for Noise-Robust Speech Emotion Recognition,2026,"IEEE Transactions on Audio, Speech and Language Processing",3,10.1109/TASLPRO.2026.3654273,Article,,2-s2.0-105027944364,Q4
Sangeetha S.B.; Thirumoorthi C.,A Comprehensive Survey Of Artificial Intelligence Techniques For Intelligent Student Learning Analytics And Privacy-Aware Decision Support,2026,International Journal of Artificial Intelligence and Machine Learning,0,10.51483/IJAIML.6.7s.2026.1063-1069,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105048201509,Q3
Alhazmi A.,"A Comprehensive Survey of AI/ML-Driven Optimization, Predictive Control, and Innovative Solar Technologies",2026,Energies,3,10.3390/en19081847,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105037068430,Q3
Kavitha A.; Karthiga C.,A Comprehensive Survey of Deep Learning and Explainable AI Techniques for Multiclass Skin Lesion Classification,2026,"Proceedings of 3rd International Conference on Machine Learning and Autonomous Systems, ICMLAS 2026",0,10.1109/ICMLAS67792.2026.11483823,Conference paper,,2-s2.0-105038744005,Q3
Bramhecha P.; Manekar P.; Dhule S.; Sancheti Y.; Mark E.,"A Comprehensive Survey of Federated Learning: Privacy, Personalization, and Future Horizons",2026,"International Conference on Emerging Trends and Innovations in ICT, ICEI 2026",0,10.1109/ICEI65890.2026.11447669,Conference paper,,2-s2.0-105037872229,Q3
Cai Z.; Pang J.; Li Y.; Huang Y.; Xie Z.,A Comprehensive Survey of Federated Open-World Learning,2026,IEEE Transactions on Network Science and Engineering,5,10.1109/TNSE.2025.3582580,Article,,2-s2.0-105009263050,Q3
Essahraui S.; Lamaakal I.,A Comprehensive Survey of TinyML-Based Biometric Recognition for IoT Edge Devices,2026,IEEE Internet of Things Journal,7,10.1109/JIOT.2026.3656932,Review,,2-s2.0-105028593601,Q3
Patil U.; Acharya A.; Varughese S.M.; Iyer V.; Bahurupi V.,"A Comprehensive Survey on AI-Enabled Physiotherapy: Advances in Human Pose Estimation, Exercise Assessment, and Personalized Tele-Rehabilitation",2026,"6th Biennial International Conference on Nascent Technologies in Engineering, ICNTE 2026",0,10.1109/ICNTE66387.2026.11437431,Conference paper,,2-s2.0-105036650733,Q3
Anushree T.; Roopa S.,A Comprehensive Survey on AI-based Pest Detection in Stored Food Grains,2026,"17th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2026",0,,Conference paper,,2-s2.0-105047257951,Q3
Razi Q.; Singh S.; Priyadarshini R.; Hassija V.; Chalapathi G.S.S.,"A Comprehensive Survey on Data Distillation: Techniques, Frameworks, and Future Directions",2026,IEEE Internet of Things Journal,1,10.1109/JIOT.2025.3633710,Article,,2-s2.0-105022467175,Q3
Khan U.; Cheng D.S.; Setti F.; Fummi F.; Cristani M.; Capogrosso L.,A Comprehensive Survey on Deep Learning-based Predictive Maintenance,2026,ACM Transactions on Embedded Computing Systems,18,10.1145/3732287,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105035888341,Q3
Kamble P.D.; Satpute R.; Lohakare P.,"A Comprehensive Survey on Emotion Detection: Modalities, Methods, Applications, and Future Directions",2026,"6th International Conference on Computer Networks and Inventive Communication Technologies, ICCNCT 2026 - Proceedings",0,10.1109/ICCNCT68477.2026.11590603,Conference paper,,2-s2.0-105045579698,Q3
Chaturvedi P.; Ahmad S.; Mewada A.,"A Comprehensive Survey on Fog Computing: Architectures, Techniques, Challenges, and Future Directions",2026,Archives of Computational Methods in Engineering,3,10.1007/s11831-026-10579-7,Review,,2-s2.0-105035410412,Q3
Sharma M.; Garg V.K.,A Comprehensive Survey on Machine Learning and Deep Learning Approaches for Lung Disease Detection,2026,"International Conference on Intelligent Processing, Hardware, Electronics, and Radio Systems, CIPHER 2026",0,10.1109/CIPHER70417.2026.11524042,Conference paper,,2-s2.0-105041629742,Q3
Anitha V.; Thiyagarajan P.,A Comprehensive Survey: Harmonizing Transfer Learning and Self-Supervised Learning for Enhanced Performance in Machine Learning and Deep Learning,2026,Engineering Reports,0,10.1002/eng2.70916,Review,All Open Access; Gold Open Access,2-s2.0-105048889432,Q3
Thakur S.K.; Gotter P.,A Comprehensive Systematic Review of AI-based Tuberculosis Detection using Imaging and Clinical Data,2026,"17th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2026",0,,Conference paper,,2-s2.0-105047252946,Q3
Geng Y.; Tang A.,A Concept-Centric Approach to Multi-Modality Learning,2026,Transactions on Machine Learning Research,0,,Article,,2-s2.0-105030624700,Q6
Luca E.W.D.; Dall’Ora N.; Giuliano R.; della Valle C.; di Cagno A.; Ferramosca A.; Lucidi A.; Passaretti D.; Parretti C.; Senesi P.; Germiniani S.; Aldegheri S.; Zara V.; Arcidiacono G.,"A Conceptual Framework for Athlete Health Using AIoT, Wearables, and Personalized Performance Intelligence",2026,Applied Sciences (Switzerland),1,10.3390/app16094542,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105038549576,Q3
Ammari M.; Ammari F.; Boumahdi A.,"A Conceptual Framework for Semantic Indexing of Data Sources Based on Structured Peer-to-Peer Model, Hilbert Curve, Hypercube and Data Analysis",2026,Data,0,10.3390/data11050105,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040243433,Q3
Xinyuan C.; Ismail S.; Bakar N.W.A.,A Confidence-Aware Ensemble Drug-Target Interactions Prediction Model With Efficient Adapters,2026,Applied Research,0,10.1002/appl.70079,Article,,2-s2.0-105031873981,Q4
Naick B.R.; Babu K.D.,A Context-Aware Deep Swarm and Federated Meta-Reinforcement Learning Signal Controller for Sustainable Urban Mobility Optimization,2026,International Journal of Engineering Trends and Technology,0,10.14445/22315381/IJETT-V74I5P133,Article,All Open Access; Bronze Open Access,2-s2.0-105042884959,Q3
Totare R.Y.; Patil V.N.; Golhar R.; Patil C.,A Context-Aware Text Sentiment Classification Framework Leveraging Pretrained Large Language Models and Transfer Learning for Large-Scale Opinion Mining,2026,Journal of Intelligent Decision Making and Information Science,0,10.59543/jidmis.v3.451,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105044230049,Q1
Dai Y.; Tan R.,A Continuous-Time On-Device Federated Learning Network,2026,IEEE Transactions on Networking,1,10.1109/TON.2026.3650762,Article,,2-s2.0-105028029757,Q3
Nazloo H.T.; Musilek P.,A Control-Centric Systematic Review of MARL for EV–Grid Coordination: From Predictive Input to Verifiable Feedback,2026,Electronics (Switzerland),0,10.3390/electronics15091902,Review,All Open Access; Gold Open Access,2-s2.0-105038393016,Q3
He Z.; Mao J.; Wang Y.; Liu C.; Xie H.; Tao Z.; Yi J.; Zhang H.,A Cooperative 3-D Perception Framework via Representation Alignment and Latent State Reasoning for Spatially Variant LiDAR Observations,2026,IEEE Transactions on Instrumentation and Measurement,0,10.1109/TIM.2026.3670561,Article,,2-s2.0-105032805566,Q7
Yue Y.; Zhang S.; Han Z.; Liu Y.; Cao C.; Tang X.,A Cooperative MADRL Approach for Joint Computing Offloading and Route Optimization in Cloud-Edge Networks,2026,"IEEE International Conference on Cloud Computing, CLOUD",0,10.1109/CLOUD72782.2026.00052,Conference paper,,2-s2.0-105049147838,Q3;Q7
Bouzoubia R.; Zaidi S.; Khamer L.; Ogab M.; Calafate C.T.,A Cooperative Multi-Agent QTRAN Framework for Artificial Intelligence-Driven Cognitive V2X in the Internet of Vehicles,2026,Applied Sciences (Switzerland),0,10.3390/app16126188,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105043052874,Q3;Q7
Jatav S.; Parte S.,A Critical Review on Machine Learning based approaches in Credit Card Fraud Detection,2026,"2026 1st International Conference on AI, Data Science, Cyber Security and Smart Manufacturing for Sustainable Development, ICADCS 2026",0,10.1109/ICADCS70036.2026.11583067,Conference paper,,2-s2.0-105045704915,Q3
Basar M.F.; Zulkarnain I.A.; Sopian K.,A Critical Review on the Use of Artificial Intelligence in the Small Hydropower Industry,2026,International Journal of Engineering Trends and Technology,0,10.14445/22315381/IJETT-V74I2P121,Review,All Open Access; Bronze Open Access,2-s2.0-105031858749,Q3
Alshawy R.; Al-Dossari H.; Alyahya S.,"A Cross-Layer Review Framework for Real-Time Decision-Making in UAV Swarm Systems: Evaluating Reliability, Autonomy, and Operational Efficiency",2026,IEEE Access,0,10.1109/ACCESS.2026.3698732,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041145964,Q3
Yuan X.; Wen J.,A Curriculum-Learning-Assisted MAPPO-Based Algorithm for Dynamic Spectrum Access and Anti-Jamming in UAV Swarms,2026,Sensors,0,10.3390/s26092912,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105038425388,Q3;Q7
Rajkumar S.C.; Yuvasini D.; Nallakaruppan M.K.; Natesan D.; Sayeed M.S.; Kaveri P.R.; Sathyamoorthy M.,A DAG-enabled cryptographic framework for secure drug traceability with identity-bound authentication and anomaly detection,2026,Scientific Reports,0,10.1038/s41598-025-30413-7,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105047515476,Q3;Q7
Chai J.; Yu Y.; Liu D.; Wu Y.; Weng J.; Zhang B.; Di C.,A DEEP LEARNING BASED VOLTAGE MODEL PREDICTIVE CONTROL METHOD FOR DISTRIBUTION NETWORKS,2026,IET Conference Proceedings,0,10.1049/icp.2025.3757,Conference paper,,2-s2.0-105039098304,Q7
Ma X.; Li B.; Wang P.,A DINOv3-Based Remote Sensing Object Detection Method with Multi-level Semantic Interaction Enhancement Module,2026,"2026 IEEE International Conference on Pattern Recognition, Machine Vision and Artificial Intelligence, PRMVAI 2026",0,10.1109/PRMVAI70103.2026.11605637,Conference paper,,2-s2.0-105046449226,Q4
